raw_date,end_date,date,count,most_login,most_user,icon
2014-02-01,2014-02-28,Feb 2014,15,archiverde,28976,https://static.inaturalist.org/attachments/users/icons/28976/medium.jpg?1475542489
2014-03-01,2014-03-31,Mar 2014,14,ecologyelise,31092,https://static.inaturalist.org/attachments/users/icons/31092/medium.jpg?1475543818
2014-04-01,2014-04-30,Apr 2014,11,guille,1178,https://static.inaturalist.org/attachments/users/icons/1178/medium.jpg?1483039093
2014-05-01,2014-05-31,May 2014,13,archiverde,28976,https://static.inaturalist.org/attachments/users/icons/28976/medium.jpg?1475542489
2014-06-01,2014-06-30,Jun 2014,53,carmelo_lopez,15211,https://static.inaturalist.org/attachments/users/icons/15211/medium.jpg?1475535487
2014-07-01,2014-07-31,Jul 2014,5,campocosmico,44831,
2014-08-01,2014-08-31,Aug 2014,5,archiverde,28976,https://static.inaturalist.org/attachments/users/icons/28976/medium.jpg?1475542489
2014-09-01,2014-09-30,Sep 2014,1,,,
2014-10-01,2014-10-31,Oct 2014,6,archiverde,28976,https://static.inaturalist.org/attachments/users/icons/28976/medium.jpg?1475542489
2014-11-01,2014-11-30,Nov 2014,5,archiverde,28976,https://static.inaturalist.org/attachments/users/icons/28976/medium.jpg?1475542489
2014-12-01,2014-12-31,Dec 2014,2,migueleq,18408,https://static.inaturalist.org/attachments/users/icons/18408/medium.jpg?1475537298
2015-01-01,2015-01-31,Jan 2015,1,fnardechias,64233,https://static.inaturalist.org/attachments/users/icons/64233/medium.jpg?1475590094
2015-02-01,2015-02-28,Feb 2015,6,arsanpedro,25325,https://static.inaturalist.org/attachments/users/icons/25325/medium.jpg?1475540583
2015-03-01,2015-03-31,Mar 2015,8,langlands,81702,https://static.inaturalist.org/attachments/users/icons/81702/medium.jpg?1475546071
2015-04-01,2015-04-30,Apr 2015,11,toddtracks,80389,https://static.inaturalist.org/attachments/users/icons/80389/medium.jpg?1475545568
2015-05-01,2015-05-31,May 2015,105,bastian_riveros,104674,https://static.inaturalist.org/attachments/users/icons/104674/medium.jpg?1475545971
2015-06-01,2015-06-30,Jun 2015,83,bluekafeine,104699,
2015-07-01,2015-07-31,Jul 2015,38,bluets15,1310,https://static.inaturalist.org/attachments/users/icons/1310/medium.jpg?1475527878
2015-08-01,2015-08-31,Aug 2015,73,palomanunezfarias,76564,https://static.inaturalist.org/attachments/users/icons/76564/medium.jpg?1475552869
2015-09-01,2015-09-30,Sep 2015,35,mthiel,104796,
2015-10-01,2015-10-31,Oct 2015,14,arsanpedro,25325,https://static.inaturalist.org/attachments/users/icons/25325/medium.jpg?1475540583
2015-11-01,2015-11-30,Nov 2015,212,marisol-castro,154111,
2015-12-01,2015-12-31,Dec 2015,432,salvanaturalista,151763,https://static.inaturalist.org/attachments/users/icons/151763/medium.jpg?1475537818
2016-01-01,2016-01-31,Jan 2016,95,palomanunezfarias,76564,https://static.inaturalist.org/attachments/users/icons/76564/medium.jpg?1475552869
2016-02-01,2016-02-29,Feb 2016,49,carrascof,153952,
2016-03-01,2016-03-31,Mar 2016,892,damontighe,3494,https://static.inaturalist.org/attachments/users/icons/3494/medium.jpg?1475528878
2016-04-01,2016-04-30,Apr 2016,20,angelmi,192329,
2016-05-01,2016-05-31,May 2016,21,ghislaynerios,125358,https://static.inaturalist.org/attachments/users/icons/125358/medium.jpg?1475542153
2016-06-01,2016-06-30,Jun 2016,36,palomanunezfarias,76564,https://static.inaturalist.org/attachments/users/icons/76564/medium.jpg?1475552869
2016-07-01,2016-07-31,Jul 2016,11,constanzavaldebenito,122606,https://static.inaturalist.org/attachments/users/icons/122606/medium.jpg?1475541728
2016-08-01,2016-08-31,Aug 2016,90,cypseloides,6097,https://static.inaturalist.org/attachments/users/icons/6097/medium.jpg?1475530497
2016-09-01,2016-09-30,Sep 2016,66,jopazo,325390,https://static.inaturalist.org/attachments/users/icons/325390/medium.jpeg?1475535531
2016-10-01,2016-10-31,Oct 2016,118,javieraramirez,125923,https://static.inaturalist.org/attachments/users/icons/125923/medium.jpg?1475542319
2016-11-01,2016-11-30,Nov 2016,97,claudiakomesu,361088,https://static.inaturalist.org/attachments/users/icons/361088/medium.jpg?1481138183
2016-12-01,2016-12-31,Dec 2016,80,douglasbete,375428,https://static.inaturalist.org/attachments/users/icons/375428/medium.jpg?1480268828
2017-01-01,2017-01-31,Jan 2017,437,heidimeudt,59237,https://static.inaturalist.org/attachments/users/icons/59237/medium.jpeg?1475588602
2017-02-01,2017-02-28,Feb 2017,212,nicoolejnik,50445,https://static.inaturalist.org/attachments/users/icons/50445/medium.jpg?1506044611
2017-03-01,2017-03-31,Mar 2017,90,chartuso,122831,https://static.inaturalist.org/attachments/users/icons/122831/medium.jpg?1475541762
2017-04-01,2017-04-30,Apr 2017,154,jcontrerasento,444009,
2017-05-01,2017-05-31,May 2017,36,cristianriquelme,291929,https://static.inaturalist.org/attachments/users/icons/291929/medium.jpeg?1475533268
2017-06-01,2017-06-30,Jun 2017,297,jorgeeduardo,465139,https://static.inaturalist.org/attachments/users/icons/465139/medium.png?1493177019
2017-07-01,2017-07-31,Jul 2017,208,danielgonzlezamat,519944,https://static.inaturalist.org/attachments/users/icons/519944/medium.jpeg?1498684982
2017-08-01,2017-08-31,Aug 2017,915,nicomercado,409294,https://static.inaturalist.org/attachments/users/icons/409294/medium.jpg?1501706471
2017-09-01,2017-09-30,Sep 2017,980,aacocucci,399726,https://static.inaturalist.org/attachments/users/icons/399726/medium.png?1497041193
2017-10-01,2017-10-31,Oct 2017,1903,jorgeeduardo,465139,https://static.inaturalist.org/attachments/users/icons/465139/medium.png?1493177019
2017-11-01,2017-11-30,Nov 2017,1380,paultavares,3181,https://static.inaturalist.org/attachments/users/icons/3181/medium.jpg?1508783888
