"login","user_id","user_icon","identifications","species","wg"
"jemredwood",416201,"https://static.inaturalist.org/attachments/users/icons/416201/medium.jpg?1509752500",1867,329,0
"bridgetspencer",147592,"https://static.inaturalist.org/attachments/users/icons/147592/medium.png?1475548015",1846,604,0
"erikamitchell",12158,"https://static.inaturalist.org/attachments/users/icons/12158/medium.jpeg?1475533280",1838,275,0
"anudibranchmom",26610,"https://static.inaturalist.org/attachments/users/icons/26610/medium.jpg?1475541139",1834,546,0
"martingrimm",32124,"https://static.inaturalist.org/attachments/users/icons/32124/medium.jpg?1475545052",1801,433,1
"lizlovesnature",169187,"https://static.inaturalist.org/attachments/users/icons/169187/medium.jpg?1475541665",1772,212,0
"julio",5784,"https://static.inaturalist.org/attachments/users/icons/5784/medium.jpg?1475530231",1734,475,0
"markread",113793,"https://static.inaturalist.org/attachments/users/icons/113793/medium.jpg?1495794866",1681,373,0
"mrfish33",35478,"https://static.inaturalist.org/attachments/users/icons/35478/medium.png?1475546347",1668,300,0
"jbroadhead3",228699,"https://static.inaturalist.org/attachments/users/icons/228699/medium.jpg?1503861329",1659,481,0
"avocat",91922,"",1644,417,0
"cliygh-and-mia",121021,"https://static.inaturalist.org/attachments/users/icons/121021/medium.jpg?1506785477",1622,221,1
"danielt",441640,"",1603,90,0
"vicfazio3",13444,"https://static.inaturalist.org/attachments/users/icons/13444/medium.jpg?1479691578",1575,780,0
"finatic",10285,"https://static.inaturalist.org/attachments/users/icons/10285/medium.jpg?1475532519",1552,658,0
"kalamurphyking",350225,"https://static.inaturalist.org/attachments/users/icons/350225/medium.jpg?1476393996",1550,116,0
"maxkirsch",84719,"https://static.inaturalist.org/attachments/users/icons/84719/medium.jpg?1475546877",1516,1071,0
"bbunny",1850,"https://static.inaturalist.org/attachments/users/icons/1850/medium.jpeg?1475528210",1502,397,0
"jaliya",110360,"",1491,167,0
"andrewcore",523371,"https://static.inaturalist.org/attachments/users/icons/523371/medium.jpg?1501474818",1470,344,0
"tapaculo99",20957,"https://static.inaturalist.org/attachments/users/icons/20957/medium.jpg?1475538687",1442,1108,0
"tkoffel",320666,"https://static.inaturalist.org/attachments/users/icons/320666/medium.jpg?1511742798",1436,560,0
"sea-kangaroo",2991,"https://static.inaturalist.org/attachments/users/icons/2991/medium.jpg?1475528667",1428,666,0
"camilojotage",86081,"https://static.inaturalist.org/attachments/users/icons/86081/medium.jpg?1512083187",1421,339,1
"elrayman210",405175,"https://static.inaturalist.org/attachments/users/icons/405175/medium.jpg?1512674454",1409,290,0
"johnnybirder",520,"https://static.inaturalist.org/attachments/users/icons/520/medium.jpg?1475527599",1396,1337,1
"lsauma",423501,"https://static.inaturalist.org/attachments/users/icons/423501/medium.jpg?1504319672",1393,259,0
"kimssight",80984,"https://static.inaturalist.org/attachments/users/icons/80984/medium.jpg?1475545849",1391,310,0
"smpvolunteer-jcannon",313678,"https://static.inaturalist.org/attachments/users/icons/313678/medium.jpg?1493050686",1382,127,0
"swampy",109854,"https://static.inaturalist.org/attachments/users/icons/109854/medium.jpg?1502568743",1381,172,0
"ryanandrews",147487,"https://static.inaturalist.org/attachments/users/icons/147487/medium.jpg?1487890794",1355,746,0
"manuelbecerril",234016,"https://static.inaturalist.org/attachments/users/icons/234016/medium.jpeg?1475543691",1328,236,0
"milliebasden",159364,"https://static.inaturalist.org/attachments/users/icons/159364/medium.jpg?1492394054",1316,340,0
"dannym",297045,"https://static.inaturalist.org/attachments/users/icons/297045/medium.jpg?1494109366",1303,327,0
"inasiebert",213733,"https://static.inaturalist.org/attachments/users/icons/213733/medium.jpg?1475539289",1301,169,1
"d_kurek",430342,"https://static.inaturalist.org/attachments/users/icons/430342/medium.jpg?1494654698",1241,138,1
"mauriciohs",54758,"https://static.inaturalist.org/attachments/users/icons/54758/medium.jpg?1501115071",1220,159,0
"cordulegaster58obliqua",181537,"https://static.inaturalist.org/attachments/users/icons/181537/medium.jpg?1475537915",1203,411,0
"mmulqueen",384718,"https://static.inaturalist.org/attachments/users/icons/384718/medium.jpg?1494637779",1170,536,0
"horacio_barcenas",87960,"https://static.inaturalist.org/attachments/users/icons/87960/medium.png?1489940796",1153,234,0
"adammyates",373563,"https://static.inaturalist.org/attachments/users/icons/373563/medium.jpg?1479893628",1142,211,1
"nelson_wisnik",102919,"https://static.inaturalist.org/attachments/users/icons/102919/medium.jpg?1475545636",1140,256,1
"henicorhina",19563,"https://static.inaturalist.org/attachments/users/icons/19563/medium.jpg?1482809374",1137,637,0
"owlentine",307976,"https://static.inaturalist.org/attachments/users/icons/307976/medium.jpg?1480480282",1126,248,0
"astrobirder",420537,"https://static.inaturalist.org/attachments/users/icons/420537/medium.jpg?1512854638",1120,411,0
"birdizlife",154438,"https://static.inaturalist.org/attachments/users/icons/154438/medium.jpg?1483550165",1119,491,0
"florem",472854,"https://static.inaturalist.org/attachments/users/icons/472854/medium.jpg?1503163465",1119,410,0
"thunefeld",231709,"https://static.inaturalist.org/attachments/users/icons/231709/medium.jpg?1475543374",1118,128,0
"joemdo",349183,"https://static.inaturalist.org/attachments/users/icons/349183/medium.jpg?1477097260",1114,271,0
"natureali",10326,"https://static.inaturalist.org/attachments/users/icons/10326/medium.jpg?1476882861",1095,488,0
"hendre17",382370,"https://static.inaturalist.org/attachments/users/icons/382370/medium.jpg?1482169290",1090,124,0
"chartuso",122831,"https://static.inaturalist.org/attachments/users/icons/122831/medium.jpg?1475541762",1051,683,0
"scottbuckel",16522,"https://static.inaturalist.org/attachments/users/icons/16522/medium.jpg?1475536093",1037,501,0
"juancarlosgarciamorales1",64596,"https://static.inaturalist.org/attachments/users/icons/64596/medium.jpeg?1512021556",1037,214,0
"poncho",40730,"https://static.inaturalist.org/attachments/users/icons/40730/medium.jpg?1475548319",1011,324,0
"maractwin",10787,"https://static.inaturalist.org/attachments/users/icons/10787/medium.jpg?1479735613",996,704,0
"the-catfinch",456270,"https://static.inaturalist.org/attachments/users/icons/456270/medium.jpeg?1492526810",984,304,0
"marknenadov",117089,"https://static.inaturalist.org/attachments/users/icons/117089/medium.jpg?1491708083",976,228,0
"varajuan",254546,"https://static.inaturalist.org/attachments/users/icons/254546/medium.jpg?1508966299",975,678,0
"taogirl",9434,"https://static.inaturalist.org/attachments/users/icons/9434/medium.jpg?1497650250",972,246,0
"neontetraploid",220795,"https://static.inaturalist.org/attachments/users/icons/220795/medium.jpg?1475540856",968,164,0
"catchang",179103,"https://static.inaturalist.org/attachments/users/icons/179103/medium.jpg?1475544619",967,161,0
"fm5050",6075,"https://static.inaturalist.org/attachments/users/icons/6075/medium.jpg?1476830203",960,595,0
"ross2",16404,"",957,152,0
"biohexx1",81261,"https://static.inaturalist.org/attachments/users/icons/81261/medium.png?1475545921",947,145,0
"altapia2",356155,"https://static.inaturalist.org/attachments/users/icons/356155/medium.jpg?1497841648",947,82,0
"gwark",14812,"https://static.inaturalist.org/attachments/users/icons/14812/medium.jpg?1475535346",939,189,0
"ncowey",64142,"https://static.inaturalist.org/attachments/users/icons/64142/medium.jpg?1475590057",938,150,0
"oddfitz",115786,"https://static.inaturalist.org/attachments/users/icons/115786/medium.jpg?1504043696",937,186,0
"vermfly",3057,"https://static.inaturalist.org/attachments/users/icons/3057/medium.jpg?1475528688",934,323,0
"digibirdtrek",68875,"https://static.inaturalist.org/attachments/users/icons/68875/medium.jpg?1475589942",933,205,0
"jeffmci9",435598,"https://static.inaturalist.org/attachments/users/icons/435598/medium.jpg?1491017960",930,312,0
"reuvenm",42004,"https://static.inaturalist.org/attachments/users/icons/42004/medium.jpg?1511555921",924,301,0
"lisa_bennett",59227,"https://static.inaturalist.org/attachments/users/icons/59227/medium.jpg?1475588596",920,422,0
"reiner",222137,"https://static.inaturalist.org/attachments/users/icons/222137/medium.jpg?1499517650",901,127,0
"ellen5",140872,"https://static.inaturalist.org/attachments/users/icons/140872/medium.jpg?1475546383",894,177,0
"schoenitz",340786,"https://static.inaturalist.org/attachments/users/icons/340786/medium.jpg?1481050563",892,260,0
"keimwj",43807,"https://static.inaturalist.org/attachments/users/icons/43807/medium.jpg?1475552878",880,385,0
"amarzee",94627,"https://static.inaturalist.org/attachments/users/icons/94627/medium.jpg?1475549667",880,249,1
"truthseqr",209572,"https://static.inaturalist.org/attachments/users/icons/209572/medium.jpg?1491681286",876,96,0
"thebirdnuts",481432,"https://static.inaturalist.org/attachments/users/icons/481432/medium.jpg?1501037892",875,189,0
"andybridges",52828,"https://static.inaturalist.org/attachments/users/icons/52828/medium.jpg?1475553640",874,431,0
"dendroica",172,"https://static.inaturalist.org/attachments/users/icons/172/medium.png?1475527439",872,357,0
"xenarthro",48474,"https://static.inaturalist.org/attachments/users/icons/48474/medium.jpg?1502578162",870,233,0
"sanguinaria33",35203,"https://static.inaturalist.org/attachments/users/icons/35203/medium.jpg?1506652998",868,134,0
"rjq",471631,"",868,448,0
"gawie",390662,"https://static.inaturalist.org/attachments/users/icons/390662/medium.jpg?1484481655",866,287,1
"dlcoleman",539954,"https://static.inaturalist.org/attachments/users/icons/539954/medium.jpg?1500657988",856,254,0
"belyykit",164735,"https://static.inaturalist.org/attachments/users/icons/164735/medium.jpg?1475540506",855,156,0
"yburch",260776,"https://static.inaturalist.org/attachments/users/icons/260776/medium.jpg?1475535980",852,325,0
"philipwoodscc",143067,"https://static.inaturalist.org/attachments/users/icons/143067/medium.jpg?1475546978",842,174,0
"charro",24791,"https://static.inaturalist.org/attachments/users/icons/24791/medium.jpg?1475527621",834,451,0
"itmndeborah",78791,"https://static.inaturalist.org/attachments/users/icons/78791/medium.jpg?1475553514",832,147,0
"fynkynd",135719,"https://static.inaturalist.org/attachments/users/icons/135719/medium.jpg?1510068423",830,516,0
"lorax32",297988,"https://static.inaturalist.org/attachments/users/icons/297988/medium.jpg?1482238913",825,93,0
"pihlaviita",97992,"https://static.inaturalist.org/attachments/users/icons/97992/medium.jpg?1475552867",824,1148,0
"mammelton50",16735,"https://static.inaturalist.org/attachments/users/icons/16735/medium.jpg?1475536217",820,270,0
"harrier",232439,"https://static.inaturalist.org/attachments/users/icons/232439/medium.jpg?1475543502",814,513,0
"jeremybarker",464262,"https://static.inaturalist.org/attachments/users/icons/464262/medium.jpeg?1493132735",813,328,0
"ellendale",310151,"https://static.inaturalist.org/attachments/users/icons/310151/medium.jpg?1505177465",812,169,0
"cypseloides",6097,"https://static.inaturalist.org/attachments/users/icons/6097/medium.jpg?1475530497",803,642,0
"jokurtz",267179,"https://static.inaturalist.org/attachments/users/icons/267179/medium.jpg?1486009596",800,396,0
"silversea_starsong",6971,"https://static.inaturalist.org/attachments/users/icons/6971/medium.jpg?1496197825",797,763,0
"arturoc",175755,"https://static.inaturalist.org/attachments/users/icons/175755/medium.jpg?1504038613",785,219,0
"draposo79",281244,"https://static.inaturalist.org/attachments/users/icons/281244/medium.jpg?1499981137",781,227,0
"homerobeunicus",85026,"https://static.inaturalist.org/attachments/users/icons/85026/medium.jpg?1475547008",780,89,0
"xyz",405954,"https://static.inaturalist.org/attachments/users/icons/405954/medium.jpg?1502376318",778,192,0
"luismauriciomenaparamo",467037,"https://static.inaturalist.org/attachments/users/icons/467037/medium.jpg?1499449050",775,134,0
"annikaml",24973,"https://static.inaturalist.org/attachments/users/icons/24973/medium.jpg?1511337448",773,644,0
"dbmcc09",479031,"https://static.inaturalist.org/attachments/users/icons/479031/medium.jpg?1508131965",772,267,0
"micrathene",322026,"https://static.inaturalist.org/attachments/users/icons/322026/medium.jpg?1475534086",767,396,0
"geodani",19971,"https://static.inaturalist.org/attachments/users/icons/19971/medium.jpg?1481241738",760,281,0
"ehjalmarson",375183,"https://static.inaturalist.org/attachments/users/icons/375183/medium.jpg?1480380507",751,348,0
"cullen",2281,"https://static.inaturalist.org/attachments/users/icons/2281/medium.jpeg?1475528419",747,722,0
"redhat",26480,"https://static.inaturalist.org/attachments/users/icons/26480/medium.jpg?1491729289",747,132,0
"jujurenoult",175009,"https://static.inaturalist.org/attachments/users/icons/175009/medium.jpg?1475543600",747,681,0
"kellykrechmer",209231,"https://static.inaturalist.org/attachments/users/icons/209231/medium.jpg?1475538418",744,214,0
"raulagrait",71497,"https://static.inaturalist.org/attachments/users/icons/71497/medium.jpg?1475549194",732,208,0
"nollster",344215,"https://static.inaturalist.org/attachments/users/icons/344215/medium.jpg?1499988067",731,182,0
"terrywoodward",667569,"https://static.inaturalist.org/attachments/users/icons/667569/medium.jpg?1507858395",721,204,0
"nikborrow",137939,"https://static.inaturalist.org/attachments/users/icons/137939/medium.jpeg?1475545674",719,830,0
"jacqui-nz",58314,"https://static.inaturalist.org/attachments/users/icons/58314/medium.jpg?1475588315",715,82,0
"prodenazas",370278,"https://static.inaturalist.org/attachments/users/icons/370278/medium.jpg?1481052968",712,151,0
"regb",486445,"",709,107,0
"michaelbakkerpaiva",25160,"https://static.inaturalist.org/attachments/users/icons/25160/medium.png?1501086737",707,248,0
"coachwhipbooks",14216,"https://static.inaturalist.org/attachments/users/icons/14216/medium.jpg?1475534131",703,219,0
"ozcar_asv",47566,"https://static.inaturalist.org/attachments/users/icons/47566/medium.jpg?1475588964",703,197,0
"brennafarrell",521996,"https://static.inaturalist.org/attachments/users/icons/521996/medium.jpg?1512167402",701,87,0
"allenratzlaff",28545,"https://static.inaturalist.org/attachments/users/icons/28545/medium.jpg?1475542180",697,404,0
"robustus_",315241,"https://static.inaturalist.org/attachments/users/icons/315241/medium.jpg?1497895874",696,206,0
"patty_teague",353521,"https://static.inaturalist.org/attachments/users/icons/353521/medium.jpg?1476907195",696,145,0
"scops",7909,"https://static.inaturalist.org/attachments/users/icons/7909/medium.jpg?1496901434",695,245,1
"chrisrohrer",76726,"https://static.inaturalist.org/attachments/users/icons/76726/medium.jpg?1481989181",693,480,0
"tiwane",28,"https://static.inaturalist.org/attachments/users/icons/28/medium.jpg?1514311689",675,271,0
"rdebenham",264251,"https://static.inaturalist.org/attachments/users/icons/264251/medium.jpg?1475536465",670,199,0
"rmorgan",271207,"https://static.inaturalist.org/attachments/users/icons/271207/medium.jpg?1491356233",667,63,0
"tegorl",142253,"https://static.inaturalist.org/attachments/users/icons/142253/medium.jpg?1475546750",665,230,1
"tvasquez",463019,"https://static.inaturalist.org/attachments/users/icons/463019/medium.jpg?1507553196",663,188,0
"paloma",32455,"https://static.inaturalist.org/attachments/users/icons/32455/medium.jpg?1512234560",659,728,0
"mikeburrell",5967,"https://static.inaturalist.org/attachments/users/icons/5967/medium.jpeg?1475530397",658,344,0
"heatherpickard",167033,"https://static.inaturalist.org/attachments/users/icons/167033/medium.jpg?1475541034",657,521,0
"nanofishology",90526,"https://static.inaturalist.org/attachments/users/icons/90526/medium.jpg?1496122886",656,211,0
"axeira",291972,"https://static.inaturalist.org/attachments/users/icons/291972/medium.png?1475533283",651,327,0
"bfox81",421096,"https://static.inaturalist.org/attachments/users/icons/421096/medium.jpg?1489122026",633,160,0
"stephen54",350459,"https://static.inaturalist.org/attachments/users/icons/350459/medium.png?1476397501",630,284,0
"srall",35078,"https://static.inaturalist.org/attachments/users/icons/35078/medium.jpg?1475546130",628,92,0
"mapsandapps",385784,"",625,160,0
"nyoni-pete",108966,"https://static.inaturalist.org/attachments/users/icons/108966/medium.jpg?1483508590",623,206,0
"howardfriedman1",8706,"https://static.inaturalist.org/attachments/users/icons/8706/medium.jpeg?1475531741",622,432,0
"lorri-gong",20270,"https://static.inaturalist.org/attachments/users/icons/20270/medium.jpg?1497225843",621,372,0
"luisguillermog",54888,"https://static.inaturalist.org/attachments/users/icons/54888/medium.jpg?1475588695",618,253,0
"wouterkoch",26121,"https://static.inaturalist.org/attachments/users/icons/26121/medium.jpg?1475540931",616,221,0
"zdufran",288963,"https://static.inaturalist.org/attachments/users/icons/288963/medium.jpg?1494452631",610,417,0
"bobmcd",83288,"https://static.inaturalist.org/attachments/users/icons/83288/medium.png?1475546514",609,319,0
"dragonite07",523744,"https://static.inaturalist.org/attachments/users/icons/523744/medium.jpeg?1499130375",607,68,0
"koinpro",284003,"https://static.inaturalist.org/attachments/users/icons/284003/medium.jpg?1475530597",603,39,0
"leslie_flint",9335,"https://static.inaturalist.org/attachments/users/icons/9335/medium.jpeg?1491534771",599,619,0
"apbbani",151218,"https://static.inaturalist.org/attachments/users/icons/151218/medium.jpg?1510542202",599,153,0
"lonnyholmes",53702,"https://static.inaturalist.org/attachments/users/icons/53702/medium.jpg?1475588221",590,158,0
"collin_st",726785,"https://static.inaturalist.org/attachments/users/icons/726785/medium.jpg?1513730730",589,325,0
"mmcmasters",90723,"https://static.inaturalist.org/attachments/users/icons/90723/medium.jpg?1475548561",585,333,0
"apffmesetadecacaxtla",175692,"https://static.inaturalist.org/attachments/users/icons/175692/medium.jpg?1475543825",585,64,0
"devonderaad",170619,"https://static.inaturalist.org/attachments/users/icons/170619/medium.jpg?1475542288",581,191,0
"fg2hummingbirds",53395,"https://static.inaturalist.org/attachments/users/icons/53395/medium.jpg?1501794657",579,75,0
"skrentnyjeff",257635,"https://static.inaturalist.org/attachments/users/icons/257635/medium.jpg?1475535567",578,422,0
"tony_wills",16490,"https://static.inaturalist.org/attachments/users/icons/16490/medium.gif?1475536073",577,110,0
"kiskadee",16387,"https://static.inaturalist.org/attachments/users/icons/16387/medium.jpg?1479696932",575,162,0
"kenchamberlain",319374,"https://static.inaturalist.org/attachments/users/icons/319374/medium.jpg?1475533539",573,376,0
"zanskar",173306,"https://static.inaturalist.org/attachments/users/icons/173306/medium.jpg?1475543155",567,436,0
"pagophila",393377,"https://static.inaturalist.org/attachments/users/icons/393377/medium.jpg?1489357267",567,258,0
"rjadams55",108450,"https://static.inaturalist.org/attachments/users/icons/108450/medium.jpg?1475547483",562,375,0
"tfandre",269263,"https://static.inaturalist.org/attachments/users/icons/269263/medium.jpeg?1475537183",562,256,0
"alex_bairstow",317669,"https://static.inaturalist.org/attachments/users/icons/317669/medium.jpg?1504400797",562,325,0
"lovebirder",111241,"https://static.inaturalist.org/attachments/users/icons/111241/medium.jpg?1475548085",560,209,0
"kucycads",9531,"https://static.inaturalist.org/attachments/users/icons/9531/medium.jpg?1475532140",559,600,0
"robberfly",13979,"https://static.inaturalist.org/attachments/users/icons/13979/medium.jpg?1494699553",557,448,0
"jblinde",63310,"https://static.inaturalist.org/attachments/users/icons/63310/medium.jpg?1475590314",557,101,0
"jasonjdking",513112,"https://static.inaturalist.org/attachments/users/icons/513112/medium.jpg?1498483209",557,107,0
"emmguevara",376395,"https://static.inaturalist.org/attachments/users/icons/376395/medium.jpg?1480524134",554,163,0
"treichard",17932,"https://static.inaturalist.org/attachments/users/icons/17932/medium.jpg?1496372379",546,325,0
"joseduardo21",38247,"https://static.inaturalist.org/attachments/users/icons/38247/medium.jpg?1485748650",546,233,0
"cameralenswrangler",448213,"https://static.inaturalist.org/attachments/users/icons/448213/medium.jpg?1498966938",546,73,0
"robvanepps",19858,"https://static.inaturalist.org/attachments/users/icons/19858/medium.jpg?1475538108",542,444,0
"calebcam",560165,"https://static.inaturalist.org/attachments/users/icons/560165/medium.jpg?1506656035",540,65,0
"eknuth",199809,"",538,257,0
"wouterteunissen",411582,"https://static.inaturalist.org/attachments/users/icons/411582/medium.jpg?1495548237",537,249,0
"jaykeller",27743,"https://static.inaturalist.org/attachments/users/icons/27743/medium.jpg?1498531889",534,683,0
"ezequielvera",301307,"https://static.inaturalist.org/attachments/users/icons/301307/medium.jpeg?1475528031",533,217,0
"kueda",1,"https://static.inaturalist.org/attachments/users/icons/1/medium.jpg?1475527316",532,623,0
"kevinhintsa",38530,"https://static.inaturalist.org/attachments/users/icons/38530/medium.jpg?1475547495",530,441,0
"davidangel-v",60801,"https://static.inaturalist.org/attachments/users/icons/60801/medium.jpg?1507819802",530,129,0
"redabbott",216550,"https://static.inaturalist.org/attachments/users/icons/216550/medium.jpg?1475539748",529,892,0
"dcoopercem",39264,"https://static.inaturalist.org/attachments/users/icons/39264/medium.jpg?1480554749",528,223,0
"marina123",311310,"https://static.inaturalist.org/attachments/users/icons/311310/medium.jpeg?1475531095",522,40,0
"johndreynolds",459348,"https://static.inaturalist.org/attachments/users/icons/459348/medium.jpg?1492796488",521,194,0
"nerdywithnature",21234,"",518,147,0
"keeskiwi",314610,"https://static.inaturalist.org/attachments/users/icons/314610/medium.png?1491940984",518,187,0
"walkingstick2",448026,"https://static.inaturalist.org/attachments/users/icons/448026/medium.jpg?1492381952",516,65,0
"mazer",78845,"https://static.inaturalist.org/attachments/users/icons/78845/medium.jpg?1475553530",515,152,0
"loarie",477,"http://staticdev.inaturalist.org/attachments/users/icons/477/medium.jpg?1475527574",514,990,0
"salmonskyview",100322,"https://static.inaturalist.org/attachments/users/icons/100322/medium.jpg?1475545034",511,332,0
"alison_kondler",178930,"https://static.inaturalist.org/attachments/users/icons/178930/medium.jpg?1475544579",506,266,0
"grisper",309286,"https://static.inaturalist.org/attachments/users/icons/309286/medium.jpeg?1475530484",504,117,0
"philwarren",141551,"https://static.inaturalist.org/attachments/users/icons/141551/medium.jpg?1475546544",503,119,0
"allen_boynton",150629,"https://static.inaturalist.org/attachments/users/icons/150629/medium.jpg?1475537620",503,257,0
"leehoy",18373,"https://static.inaturalist.org/attachments/users/icons/18373/medium.jpg?1475537272",501,256,0
"armando_forest_al13",308396,"https://static.inaturalist.org/attachments/users/icons/308396/medium.jpg?1475530245",499,146,0
"cgbb2004",112851,"https://static.inaturalist.org/attachments/users/icons/112851/medium.jpg?1484870716",497,229,0
"tylerh",393321,"https://static.inaturalist.org/attachments/users/icons/393321/medium.jpg?1502910781",497,330,0
"dchernack",191651,"https://static.inaturalist.org/attachments/users/icons/191651/medium.jpeg?1498230222",496,203,0
"adorantes",77824,"",494,256,0
"navin_sasikumar",505286,"https://static.inaturalist.org/attachments/users/icons/505286/medium.jpg?1501330636",492,266,0
"bryanto",3499,"https://static.inaturalist.org/attachments/users/icons/3499/medium.jpg?1475528879",490,300,0
"markrobinson",350245,"https://static.inaturalist.org/attachments/users/icons/350245/medium.jpg?1497126737",490,330,0
"alchemist2000",185358,"https://static.inaturalist.org/attachments/users/icons/185358/medium.jpg?1495409199",487,95,0
"mlodinow",159910,"https://static.inaturalist.org/attachments/users/icons/159910/medium.jpg?1475539496",484,611,0
"gwh",242844,"https://static.inaturalist.org/attachments/users/icons/242844/medium.jpg?1492461873",484,102,0
"mchlfx",28775,"https://static.inaturalist.org/attachments/users/icons/28775/medium.jpg?1475542326",483,175,0
"hikingsandiego",228955,"https://static.inaturalist.org/attachments/users/icons/228955/medium.jpeg?1475542881",483,92,0
"naturenut",25809,"https://static.inaturalist.org/attachments/users/icons/25809/medium.jpg?1475540802",480,105,0
"talkbirdytome",433280,"https://static.inaturalist.org/attachments/users/icons/433280/medium.jpg?1494423322",480,157,0
"artem",6235,"https://static.inaturalist.org/attachments/users/icons/6235/medium.jpg?1475530568",478,190,0
"emily_r",84804,"https://static.inaturalist.org/attachments/users/icons/84804/medium.jpg?1475546914",478,59,0
"angelachua",456195,"https://static.inaturalist.org/attachments/users/icons/456195/medium.jpg?1510834222",477,105,0
"craftybirder",1181,"https://static.inaturalist.org/attachments/users/icons/1181/medium.jpg?1475527824",474,438,0
"ericcleveland",282220,"https://static.inaturalist.org/attachments/users/icons/282220/medium.jpg?1487256924",473,265,0
"alazere",475845,"https://static.inaturalist.org/attachments/users/icons/475845/medium.jpeg?1499183578",473,404,0
"rich_fuller",176845,"https://static.inaturalist.org/attachments/users/icons/176845/medium.jpg?1507063316",471,161,0
"theworldofpaolo",419068,"https://static.inaturalist.org/attachments/users/icons/419068/medium.jpg?1489427963",471,138,0
