"login","user_id","user_icon","identifications","species","wg"
"sullivanribbit",18222,"https://static.inaturalist.org/attachments/users/icons/18222/medium.jpeg?1475537192",463,513,0
"aguilita",115129,"https://static.inaturalist.org/attachments/users/icons/115129/medium.jpg?1475549115",462,65,0
"coatzin",22707,"https://static.inaturalist.org/attachments/users/icons/22707/medium.jpg?1475539517",457,101,0
"cesar_rodislas",314423,"https://static.inaturalist.org/attachments/users/icons/314423/medium.jpeg?1499796482",437,138,0
"fieldnaturalist",481764,"https://static.inaturalist.org/attachments/users/icons/481764/medium.jpeg?1495814070",426,98,1
"toby",2098,"https://static.inaturalist.org/attachments/users/icons/2098/medium.jpg?1475528331",387,295,0
"oddfitz",115786,"https://static.inaturalist.org/attachments/users/icons/115786/medium.jpg?1504043696",374,54,0
"dean_leavitt",25718,"https://static.inaturalist.org/attachments/users/icons/25718/medium.jpg?1507003934",364,94,0
"jeffmci9",435598,"https://static.inaturalist.org/attachments/users/icons/435598/medium.jpg?1491017960",361,66,0
"scubabruin",81779,"https://static.inaturalist.org/attachments/users/icons/81779/medium.jpg?1475546101",359,17,0
"luis_diaz-gamboa",28799,"https://static.inaturalist.org/attachments/users/icons/28799/medium.jpg?1485496630",341,83,0
"txherpbird",13104,"https://static.inaturalist.org/attachments/users/icons/13104/medium.jpg?1475533719",334,56,0
"cliygh-and-mia",121021,"https://static.inaturalist.org/attachments/users/icons/121021/medium.jpg?1506785477",334,104,0
"fishwhite",423766,"",333,6,0
"troyhibbitts",34495,"",331,108,0
"salamandersquad",173577,"https://static.inaturalist.org/attachments/users/icons/173577/medium.jpg?1475543228",329,132,0
"amplex4love",5504,"https://static.inaturalist.org/attachments/users/icons/5504/medium.jpg?1485709399",327,126,0
"smpvolunteer-jcannon",313678,"https://static.inaturalist.org/attachments/users/icons/313678/medium.jpg?1493050686",292,18,0
"johnwilliams",14327,"https://static.inaturalist.org/attachments/users/icons/14327/medium.jpg?1475534185",290,118,0
"billryerson",114123,"https://static.inaturalist.org/attachments/users/icons/114123/medium.jpg?1496752196",289,51,0
"momoto-erick",26699,"https://static.inaturalist.org/attachments/users/icons/26699/medium.jpg?1511759087",285,25,0
"lisa_bennett",59227,"https://static.inaturalist.org/attachments/users/icons/59227/medium.jpg?1475588596",285,166,0
"rogerbirkhead",512125,"https://static.inaturalist.org/attachments/users/icons/512125/medium.jpg?1500064867",283,60,0
"august_farrow",460961,"https://static.inaturalist.org/attachments/users/icons/460961/medium.jpg?1494699959",282,22,0
"john8",11060,"https://static.inaturalist.org/attachments/users/icons/11060/medium.jpg?1475532900",280,223,0
"wolfgang_wuster",3376,"https://static.inaturalist.org/attachments/users/icons/3376/medium.jpeg?1475528813",276,100,0
"horacio_barcenas",87960,"https://static.inaturalist.org/attachments/users/icons/87960/medium.png?1489940796",276,99,0
"andrewbrinker",24857,"https://static.inaturalist.org/attachments/users/icons/24857/medium.jpg?1491516202",270,49,0
"danieleseglie",72232,"https://static.inaturalist.org/attachments/users/icons/72232/medium.jpg?1475549359",256,63,1
"jansonjones",4045,"https://static.inaturalist.org/attachments/users/icons/4045/medium.jpg?1475529283",247,74,0
"eligarciapadilla",3656,"https://static.inaturalist.org/attachments/users/icons/3656/medium.jpg?1491240077",245,189,0
"timcole",18365,"https://static.inaturalist.org/attachments/users/icons/18365/medium.jpg?1475537263",242,61,0
"cwbarrows",118152,"https://static.inaturalist.org/attachments/users/icons/118152/medium.jpg?1475549863",242,67,0
"ivanresendizcruz",217813,"https://static.inaturalist.org/attachments/users/icons/217813/medium.jpg?1512341028",241,72,0
"diegophidio",7811,"https://static.inaturalist.org/attachments/users/icons/7811/medium.jpeg?1475531343",236,57,1
"natureinla",21786,"https://static.inaturalist.org/attachments/users/icons/21786/medium.png?1475539082",235,41,0
"alexanderr",129251,"https://static.inaturalist.org/attachments/users/icons/129251/medium.jpg?1509981026",224,93,1
"umpquamatt",416993,"https://static.inaturalist.org/attachments/users/icons/416993/medium.jpg?1490505704",219,25,0
"star3",370785,"",217,55,0
"sambiology",22589,"https://static.inaturalist.org/attachments/users/icons/22589/medium.jpg?1475539439",211,68,0
"samfellows566",37282,"https://static.inaturalist.org/attachments/users/icons/37282/medium.jpg?1488384555",209,60,0
"bennypoo",87743,"https://static.inaturalist.org/attachments/users/icons/87743/medium.jpg?1475547890",207,68,0
"cdegroof",80445,"https://static.inaturalist.org/attachments/users/icons/80445/medium.jpg?1475545594",206,54,0
"rfoster",388888,"",202,96,0
"joemdo",349183,"https://static.inaturalist.org/attachments/users/icons/349183/medium.jpg?1477097260",200,54,0
"hfabian",3342,"https://static.inaturalist.org/attachments/users/icons/3342/medium.jpg?1475528806",199,87,0
"kueda",1,"https://static.inaturalist.org/attachments/users/icons/1/medium.jpg?1475527316",198,126,0
"catenatus",85164,"https://static.inaturalist.org/attachments/users/icons/85164/medium.jpg?1475547052",197,66,0
"snakeinmypocket",14811,"https://static.inaturalist.org/attachments/users/icons/14811/medium.jpg?1500248931",188,79,0
"petekleinhenz",365249,"https://static.inaturalist.org/attachments/users/icons/365249/medium.jpg?1480362953",188,74,0
"markuslilje",140956,"https://static.inaturalist.org/attachments/users/icons/140956/medium.jpeg?1475546401",187,159,0
"connor22",10766,"https://static.inaturalist.org/attachments/users/icons/10766/medium.jpg?1475532764",185,150,0
"swampy",109854,"https://static.inaturalist.org/attachments/users/icons/109854/medium.jpg?1502568743",185,22,0
"nanofishology",90526,"https://static.inaturalist.org/attachments/users/icons/90526/medium.jpg?1496122886",184,36,0
"danjleavitt",3288,"https://static.inaturalist.org/attachments/users/icons/3288/medium.jpg?1495976290",181,139,0
"greghall",530786,"https://static.inaturalist.org/attachments/users/icons/530786/medium.jpeg?1511644008",181,46,0
"charliev",701243,"https://static.inaturalist.org/attachments/users/icons/701243/medium.jpg?1511157627",181,53,0
"karoltabarellidefatis",92931,"https://static.inaturalist.org/attachments/users/icons/92931/medium.jpg?1475549280",180,21,1
"francisco3",21626,"https://static.inaturalist.org/attachments/users/icons/21626/medium.jpg?1475539014",178,37,0
"finatic",10285,"https://static.inaturalist.org/attachments/users/icons/10285/medium.jpg?1475532519",177,112,0
"dcarrie",380122,"",172,65,0
"jblinde",63310,"https://static.inaturalist.org/attachments/users/icons/63310/medium.jpg?1475590314",171,22,0
"thorhakonsen",1606,"https://static.inaturalist.org/attachments/users/icons/1606/medium.jpg?1486550100",170,114,0
"lonnyholmes",53702,"https://static.inaturalist.org/attachments/users/icons/53702/medium.jpg?1475588221",170,34,0
"liapun312",113157,"https://static.inaturalist.org/attachments/users/icons/113157/medium.jpg?1475548489",169,56,0
"reiner",222137,"https://static.inaturalist.org/attachments/users/icons/222137/medium.jpg?1499517650",166,30,0
"romeyswanson",13156,"https://static.inaturalist.org/attachments/users/icons/13156/medium.jpg?1475533746",165,91,0
"mmulqueen",384718,"https://static.inaturalist.org/attachments/users/icons/384718/medium.jpg?1494637779",163,76,0
"jesusloc",169783,"https://static.inaturalist.org/attachments/users/icons/169783/medium.jpg?1508597208",162,54,0
"kucycads",9531,"https://static.inaturalist.org/attachments/users/icons/9531/medium.jpg?1475532140",161,293,0
"smuele",112287,"https://static.inaturalist.org/attachments/users/icons/112287/medium.jpg?1475548290",159,41,0
"asherah29",187272,"https://static.inaturalist.org/attachments/users/icons/187272/medium.jpg?1475539291",156,35,0
"michiko",8917,"https://static.inaturalist.org/attachments/users/icons/8917/medium.jpg?1496085889",155,84,0
"cspnl",37802,"https://static.inaturalist.org/attachments/users/icons/37802/medium.jpg?1475547292",155,10,0
"manuelnevarez",24594,"https://static.inaturalist.org/attachments/users/icons/24594/medium.jpg?1475540314",153,146,0
"apbbani",151218,"https://static.inaturalist.org/attachments/users/icons/151218/medium.jpg?1510542202",153,48,1
"bosundawg",263834,"https://static.inaturalist.org/attachments/users/icons/263834/medium.jpg?1513481566",153,43,0
"mikecardwell",27227,"https://static.inaturalist.org/attachments/users/icons/27227/medium.jpg?1503505318",151,75,0
"greglasley",9706,"https://static.inaturalist.org/attachments/users/icons/9706/medium.jpg?1509395956",150,114,0
"jrotzeke",109125,"https://static.inaturalist.org/attachments/users/icons/109125/medium.jpg?1489070827",150,80,0
"kase",469295,"",146,32,0
"marcelfinlay",514269,"https://static.inaturalist.org/attachments/users/icons/514269/medium.jpg?1508753103",146,51,0
"cris-tzabcan",46681,"https://static.inaturalist.org/attachments/users/icons/46681/medium.jpg?1496076608",142,46,0
"schoenitz",340786,"https://static.inaturalist.org/attachments/users/icons/340786/medium.jpg?1481050563",141,36,0
"bhollingsworth",12868,"https://static.inaturalist.org/attachments/users/icons/12868/medium.jpg?1475533643",138,72,0
"hydaticus",18780,"https://static.inaturalist.org/attachments/users/icons/18780/medium.jpg?1475537522",137,142,0
"d_kluza",13200,"https://static.inaturalist.org/attachments/users/icons/13200/medium.gif?1494813070",136,52,0
"snakewrangler95",48057,"https://static.inaturalist.org/attachments/users/icons/48057/medium.jpg?1475589184",136,41,0
"cvanderson",3312,"https://static.inaturalist.org/attachments/users/icons/3312/medium.jpeg?1475528793",134,105,0
"juancruzado",5772,"https://static.inaturalist.org/attachments/users/icons/5772/medium.jpg?1475530220",133,180,0
"annetcurran",152894,"",130,6,0
"tylerscheid",399189,"https://static.inaturalist.org/attachments/users/icons/399189/medium.jpeg?1491709602",129,10,0
"paultavares",3181,"https://static.inaturalist.org/attachments/users/icons/3181/medium.jpg?1508783888",128,45,0
"victor_jimenez_arcos",118349,"https://static.inaturalist.org/attachments/users/icons/118349/medium.jpg?1477676345",128,70,0
"annemirdl",7504,"https://static.inaturalist.org/attachments/users/icons/7504/medium.jpeg?1475531214",127,100,0
"wildcarrot",43591,"https://static.inaturalist.org/attachments/users/icons/43591/medium.jpg?1494024288",127,59,0
"krosenthal",192858,"https://static.inaturalist.org/attachments/users/icons/192858/medium.jpg?1475539983",127,40,0
"thomasabenson",513187,"",126,59,0
"lesleecrdr",252312,"https://static.inaturalist.org/attachments/users/icons/252312/medium.jpg?1475533649",125,5,0
"friel",3511,"https://static.inaturalist.org/attachments/users/icons/3511/medium.jpg?1475528889",124,61,0
"kokhuitan",47594,"https://static.inaturalist.org/attachments/users/icons/47594/medium.jpeg?1475588979",124,52,0
"walkingstick2",448026,"https://static.inaturalist.org/attachments/users/icons/448026/medium.jpg?1492381952",122,11,0
"lfelliott",206,"https://static.inaturalist.org/attachments/users/icons/206/medium.jpg?1502090676",121,74,0
"jeffweinell",391859,"",120,70,0
"martingrimm",32124,"https://static.inaturalist.org/attachments/users/icons/32124/medium.jpg?1475545052",118,59,0
"rafas_lara",238859,"https://static.inaturalist.org/attachments/users/icons/238859/medium.jpg?1475545035",118,139,0
"raindrops",12738,"https://static.inaturalist.org/attachments/users/icons/12738/medium.jpg?1475533557",116,108,0
"jeremy",34804,"",115,64,0
"homerobeunicus",85026,"https://static.inaturalist.org/attachments/users/icons/85026/medium.jpg?1475547008",115,22,0
"michael_jacobi",488232,"https://static.inaturalist.org/attachments/users/icons/488232/medium.jpg?1496978371",115,51,0
"coreyjlange",55236,"https://static.inaturalist.org/attachments/users/icons/55236/medium.jpg?1475588857",114,83,0
"sierra9",399170,"",114,8,0
"henicorhina",19563,"https://static.inaturalist.org/attachments/users/icons/19563/medium.jpg?1482809374",113,60,0
"wjneely",172852,"https://static.inaturalist.org/attachments/users/icons/172852/medium.jpg?1497908280",113,67,0
"eyswanson",218258,"https://static.inaturalist.org/attachments/users/icons/218258/medium.jpg?1475540212",112,81,0
"billygdvm",286152,"https://static.inaturalist.org/attachments/users/icons/286152/medium.jpeg?1475531456",112,71,0
"gwenckatz",177192,"https://static.inaturalist.org/attachments/users/icons/177192/medium.png?1475544202",111,7,0
"naturenut",25809,"https://static.inaturalist.org/attachments/users/icons/25809/medium.jpg?1475540802",110,19,0
"dneuharth",16488,"https://static.inaturalist.org/attachments/users/icons/16488/medium.jpg?1494215318",109,127,0
"agua_dulce_snake_guy",31367,"https://static.inaturalist.org/attachments/users/icons/31367/medium.jpg?1475543929",109,39,0
"serpophaga",173183,"https://static.inaturalist.org/attachments/users/icons/173183/medium.png?1485118102",109,36,0
"tigerbb",306991,"https://static.inaturalist.org/attachments/users/icons/306991/medium.jpg?1475529894",109,73,0
"reuvenm",42004,"https://static.inaturalist.org/attachments/users/icons/42004/medium.jpg?1511555921",107,29,0
"dingerdynasty",240598,"https://static.inaturalist.org/attachments/users/icons/240598/medium.jpeg?1500191457",107,18,0
"bobby23",516268,"https://static.inaturalist.org/attachments/users/icons/516268/medium.jpg?1507668047",107,42,0
"birdizlife",154438,"https://static.inaturalist.org/attachments/users/icons/154438/medium.jpg?1483550165",106,40,0
"milliebasden",159364,"https://static.inaturalist.org/attachments/users/icons/159364/medium.jpg?1492394054",106,20,0
"cullen",2281,"https://static.inaturalist.org/attachments/users/icons/2281/medium.jpeg?1475528419",105,111,0
"johnkarges",18994,"https://static.inaturalist.org/attachments/users/icons/18994/medium.jpg?1475537659",104,87,0
"magazhu",46555,"https://static.inaturalist.org/attachments/users/icons/46555/medium.jpg?1475588516",104,25,0
"dracorjc",66466,"",104,64,0
"barrettrp",91012,"",104,6,0
"cwd912nb",407471,"https://static.inaturalist.org/attachments/users/icons/407471/medium.jpg?1505700089",104,7,0
"alsholtz",463754,"https://static.inaturalist.org/attachments/users/icons/463754/medium.jpg?1493260443",103,25,0
"ganjarcahyadi",422024,"https://static.inaturalist.org/attachments/users/icons/422024/medium.jpg?1505696848",102,64,0
"dannysanders",500525,"https://static.inaturalist.org/attachments/users/icons/500525/medium.jpeg?1504399643",102,37,0
"darinjm7",6333,"",101,57,0
"redpandakitty",302207,"https://static.inaturalist.org/attachments/users/icons/302207/medium.jpeg?1494805407",101,20,0
"kimssight",80984,"https://static.inaturalist.org/attachments/users/icons/80984/medium.jpg?1475545849",100,16,0
"alex_bairstow",317669,"https://static.inaturalist.org/attachments/users/icons/317669/medium.jpg?1504400797",100,38,0
"wildnothos",565236,"https://static.inaturalist.org/attachments/users/icons/565236/medium.jpg?1502992149",100,33,0
"tonyg",1639,"https://static.inaturalist.org/attachments/users/icons/1639/medium.jpg?1502594180",99,121,0
"itai",476302,"",99,24,0
"sindic",29474,"https://static.inaturalist.org/attachments/users/icons/29474/medium.jpg?1475542924",98,286,0
"neilbalchan",116868,"https://static.inaturalist.org/attachments/users/icons/116868/medium.jpg?1475549562",98,55,0
"raycrdr",255582,"https://static.inaturalist.org/attachments/users/icons/255582/medium.jpg?1475535286",96,3,0
"johnnybirder",520,"https://static.inaturalist.org/attachments/users/icons/520/medium.jpg?1475527599",95,79,0
"leehoy",18373,"https://static.inaturalist.org/attachments/users/icons/18373/medium.jpg?1475537272",95,69,0
"camilojotage",86081,"https://static.inaturalist.org/attachments/users/icons/86081/medium.jpg?1512083187",95,35,1
"jaydraines",90997,"https://static.inaturalist.org/attachments/users/icons/90997/medium.jpeg?1490933270",94,31,0
"koskinonodon",249809,"https://static.inaturalist.org/attachments/users/icons/249809/medium.png?1475533238",94,133,0
"tnewman",48418,"",93,20,0
"garrett_lawson",417581,"https://static.inaturalist.org/attachments/users/icons/417581/medium.jpg?1492813240",93,40,0
"glmory",52839,"https://static.inaturalist.org/attachments/users/icons/52839/medium.jpg?1475553648",92,44,0
"jadonald",102726,"https://static.inaturalist.org/attachments/users/icons/102726/medium.jpg?1475545600",90,31,0
"richbreisch",261717,"",90,17,0
"armando_forest_al13",308396,"https://static.inaturalist.org/attachments/users/icons/308396/medium.jpg?1475530245",89,20,0
"henningl",559151,"https://static.inaturalist.org/attachments/users/icons/559151/medium.jpg?1504893058",89,58,0
"jimsinclair",645099,"https://static.inaturalist.org/attachments/users/icons/645099/medium.jpg?1506545211",89,22,0
"bryanto",3499,"https://static.inaturalist.org/attachments/users/icons/3499/medium.jpg?1475528879",87,78,0
"wkcheng71",37171,"https://static.inaturalist.org/attachments/users/icons/37171/medium.jpg?1475547098",86,36,0
"mack911",162726,"https://static.inaturalist.org/attachments/users/icons/162726/medium.jpeg?1475540128",86,32,0
"truthseqr",209572,"https://static.inaturalist.org/attachments/users/icons/209572/medium.jpg?1491681286",86,11,0
"bethd",13713,"https://static.inaturalist.org/attachments/users/icons/13713/medium.jpg?1475533942",85,40,0
"ernesto_raya",17674,"https://static.inaturalist.org/attachments/users/icons/17674/medium.jpg?1475536661",85,45,0
"ritirene",100704,"https://static.inaturalist.org/attachments/users/icons/100704/medium.jpg?1504051009",85,18,0
"purplesagela",279499,"https://static.inaturalist.org/attachments/users/icons/279499/medium.jpg?1475529673",85,72,0
"eknuth",199809,"",84,57,0
"neontetraploid",220795,"https://static.inaturalist.org/attachments/users/icons/220795/medium.jpg?1475540856",84,24,0
"jbroadhead3",228699,"https://static.inaturalist.org/attachments/users/icons/228699/medium.jpg?1503861329",84,57,0
"sea-kangaroo",2991,"https://static.inaturalist.org/attachments/users/icons/2991/medium.jpg?1475528667",82,120,0
"neotomastolemykeys",102175,"https://static.inaturalist.org/attachments/users/icons/102175/medium.jpg?1475545470",82,31,0
"dkwalkup",23082,"https://static.inaturalist.org/attachments/users/icons/23082/medium.jpg?1475539646",81,50,0
"melimez",425568,"https://static.inaturalist.org/attachments/users/icons/425568/medium.jpg?1490205196",81,36,0
"lukeberg",499808,"",81,35,0
"shane_lowe",9521,"https://static.inaturalist.org/attachments/users/icons/9521/medium.jpeg?1495875073",80,36,0
"davidseburn",201000,"https://static.inaturalist.org/attachments/users/icons/201000/medium.jpg?1475537166",80,13,0
"elliotgreiner",292489,"https://static.inaturalist.org/attachments/users/icons/292489/medium.jpg?1503547201",80,20,0
"cypseloides",6097,"https://static.inaturalist.org/attachments/users/icons/6097/medium.jpg?1475530497",79,69,0
"artem",6235,"https://static.inaturalist.org/attachments/users/icons/6235/medium.jpg?1475530568",79,41,0
"taogirl",9434,"https://static.inaturalist.org/attachments/users/icons/9434/medium.jpg?1497650250",79,24,0
"bchambers",17794,"https://static.inaturalist.org/attachments/users/icons/17794/medium.jpeg?1475536722",79,35,0
"xenarthro",48474,"https://static.inaturalist.org/attachments/users/icons/48474/medium.jpg?1502578162",79,22,0
"mauriciohs",54758,"https://static.inaturalist.org/attachments/users/icons/54758/medium.jpg?1501115071",79,6,0
"fundad",27908,"https://static.inaturalist.org/attachments/users/icons/27908/medium.jpg?1475541912",78,80,0
"sarahwenner",201119,"https://static.inaturalist.org/attachments/users/icons/201119/medium.jpg?1475537182",78,16,0
"gawie",390662,"https://static.inaturalist.org/attachments/users/icons/390662/medium.jpg?1484481655",78,33,0
"timharker",569387,"https://static.inaturalist.org/attachments/users/icons/569387/medium.jpg?1513139975",78,15,0
"treichard",17932,"https://static.inaturalist.org/attachments/users/icons/17932/medium.jpg?1496372379",77,26,0
"joachim",18381,"https://static.inaturalist.org/attachments/users/icons/18381/medium.jpg?1475537277",77,90,0
"bryanbrasmussen",108698,"https://static.inaturalist.org/attachments/users/icons/108698/medium.jpg?1475547532",77,12,0
"eattaway92",151498,"https://static.inaturalist.org/attachments/users/icons/151498/medium.jpg?1481592877",77,74,0
"kmherpkid",224428,"",77,67,0
"ciriloselva",382060,"https://static.inaturalist.org/attachments/users/icons/382060/medium.jpg?1481989218",77,40,0
"michaelbakkerpaiva",25160,"https://static.inaturalist.org/attachments/users/icons/25160/medium.png?1501086737",76,21,0
"brynna",164822,"https://static.inaturalist.org/attachments/users/icons/164822/medium.jpg?1498356701",76,7,0
"gruen77",252388,"https://static.inaturalist.org/attachments/users/icons/252388/medium.jpg?1475533660",76,35,0
"tfandre",269263,"https://static.inaturalist.org/attachments/users/icons/269263/medium.jpeg?1475537183",76,27,0
"agkistrodon",424114,"https://static.inaturalist.org/attachments/users/icons/424114/medium.jpg?1489527159",76,14,0
"rogelioreynahr",459904,"https://static.inaturalist.org/attachments/users/icons/459904/medium.jpg?1501092834",76,25,0
"ozcar_asv",47566,"https://static.inaturalist.org/attachments/users/icons/47566/medium.jpg?1475588964",75,28,0
"jlzachary1",177986,"https://static.inaturalist.org/attachments/users/icons/177986/medium.jpg?1475544368",75,48,0
"micrathene",322026,"https://static.inaturalist.org/attachments/users/icons/322026/medium.jpg?1475534086",75,47,0
"samuelbrinker",450545,"https://static.inaturalist.org/attachments/users/icons/450545/medium.jpg?1493662468",75,22,0
"apatten",16988,"https://static.inaturalist.org/attachments/users/icons/16988/medium.jpg?1475536344",73,47,0
"wolfsoul",67228,"https://static.inaturalist.org/attachments/users/icons/67228/medium.jpeg?1475590522",73,30,0
"andrewdavies9000",74252,"https://static.inaturalist.org/attachments/users/icons/74252/medium.jpg?1475549869",73,55,0
"macmarzo",115026,"https://static.inaturalist.org/attachments/users/icons/115026/medium.jpg?1475549097",73,17,0
"davidmt83",130660,"https://static.inaturalist.org/attachments/users/icons/130660/medium.jpg?1504556816",73,43,0
"grisper",309286,"https://static.inaturalist.org/attachments/users/icons/309286/medium.jpeg?1475530484",73,24,0
"marroquidavi",376421,"https://static.inaturalist.org/attachments/users/icons/376421/medium.jpg?1499735660",73,7,0
"rudyard",13370,"https://static.inaturalist.org/attachments/users/icons/13370/medium.jpeg?1475533850",72,67,0
"ncowey",64142,"https://static.inaturalist.org/attachments/users/icons/64142/medium.jpg?1475590057",72,21,0
"arturoc",175755,"https://static.inaturalist.org/attachments/users/icons/175755/medium.jpg?1504038613",72,35,0
"joshuagsmith",269952,"https://static.inaturalist.org/attachments/users/icons/269952/medium.jpg?1501047025",72,43,0
"talkbirdytome",433280,"https://static.inaturalist.org/attachments/users/icons/433280/medium.jpg?1494423322",72,23,0
"benwalker505",150198,"https://static.inaturalist.org/attachments/users/icons/150198/medium.jpg?1475537551",71,34,0
"damontighe",3494,"https://static.inaturalist.org/attachments/users/icons/3494/medium.jpg?1475528878",70,60,0
"dianaterryhibbitts",9560,"https://static.inaturalist.org/attachments/users/icons/9560/medium.jpeg?1475532148",70,173,0
"joelknightnz",58968,"https://static.inaturalist.org/attachments/users/icons/58968/medium.jpg?1503892874",70,16,0
"supertiger",64286,"https://static.inaturalist.org/attachments/users/icons/64286/medium.jpg?1485734052",70,23,0
"arborsphere",110496,"https://static.inaturalist.org/attachments/users/icons/110496/medium.jpg?1475547923",70,19,0
"brennafarrell",521996,"https://static.inaturalist.org/attachments/users/icons/521996/medium.jpg?1512167402",70,10,0
"gtonen",288308,"https://static.inaturalist.org/attachments/users/icons/288308/medium.jpg?1477061965",69,18,0
"petecorradino",288706,"https://static.inaturalist.org/attachments/users/icons/288706/medium.jpg?1475532182",69,32,0
"bkorol",533871,"https://static.inaturalist.org/attachments/users/icons/533871/medium.jpg?1500340689",69,59,0
"mstepek",12867,"https://static.inaturalist.org/attachments/users/icons/12867/medium.jpg?1510095334",68,47,0
"brentano",25863,"https://static.inaturalist.org/attachments/users/icons/25863/medium.jpg?1475540830",68,28,0
"steviekgold",34641,"https://static.inaturalist.org/attachments/users/icons/34641/medium.jpg?1475545985",68,59,0
"langaha",36543,"",68,59,0
"dominic",38280,"https://static.inaturalist.org/attachments/users/icons/38280/medium.jpg?1475547411",68,50,0
"juancarlosgarciamorales1",64596,"https://static.inaturalist.org/attachments/users/icons/64596/medium.jpeg?1512021556",68,20,0
"jmaley",210826,"https://static.inaturalist.org/attachments/users/icons/210826/medium.jpg?1483465867",68,17,0
"lorax32",297988,"https://static.inaturalist.org/attachments/users/icons/297988/medium.jpg?1482238913",68,13,0
"noahfields",344755,"https://static.inaturalist.org/attachments/users/icons/344755/medium.jpeg?1475621251",68,33,0
"emilychebul",405804,"https://static.inaturalist.org/attachments/users/icons/405804/medium.jpg?1500316125",68,14,0
"aswadandriyanto",424569,"https://static.inaturalist.org/attachments/users/icons/424569/medium.jpg?1489727405",68,28,0
"muir",1000,"https://static.inaturalist.org/attachments/users/icons/1000/medium.jpg?1475527774",67,101,0
"patsimpson2000",34496,"https://static.inaturalist.org/attachments/users/icons/34496/medium.jpg?1505429490",67,17,0
"jaredholmes",35496,"https://static.inaturalist.org/attachments/users/icons/35496/medium.jpeg?1475546351",67,77,0
"kclarksdnhmorg",73934,"https://static.inaturalist.org/attachments/users/icons/73934/medium.jpg?1486833664",67,54,0
"christine123",103695,"https://static.inaturalist.org/attachments/users/icons/103695/medium.jpg?1475545795",67,9,0
"psweet",216168,"https://static.inaturalist.org/attachments/users/icons/216168/medium.jpg?1478731222",67,57,0
"spencerorloff",389135,"https://static.inaturalist.org/attachments/users/icons/389135/medium.jpg?1484165354",67,26,0
"ilouque",31101,"https://static.inaturalist.org/attachments/users/icons/31101/medium.jpg?1487346047",66,35,0
"juanda037",511209,"https://static.inaturalist.org/attachments/users/icons/511209/medium.jpg?1497660681",66,41,0
"pintail",280,"https://static.inaturalist.org/attachments/users/icons/280/medium.jpg?1492297107",65,26,0
"ryber",9028,"https://static.inaturalist.org/attachments/users/icons/9028/medium.jpg?1476842435",65,52,0
"denver",36127,"https://static.inaturalist.org/attachments/users/icons/36127/medium.jpg?1475546568",65,8,0
"erinzaballa",472367,"https://static.inaturalist.org/attachments/users/icons/472367/medium.jpg?1493775460",65,23,0
