raw_date,end_date,date,count,most_login,most_user,icon
2013-09-01,2013-09-30,Sep 2013,16,dyeany2,4351,https://static.inaturalist.org/attachments/users/icons/4351/medium.jpg?1475529536
2013-10-01,2013-10-31,Oct 2013,3,gabirosmari,22420,https://static.inaturalist.org/attachments/users/icons/22420/medium.jpg?1475539338
2013-11-01,2013-11-30,Nov 2013,0,,,
2013-12-01,2013-12-31,Dec 2013,8,jaykeller,27743,https://static.inaturalist.org/attachments/users/icons/27743/medium.jpg?1498531889
2014-01-01,2014-01-31,Jan 2014,13,popy,28537,https://static.inaturalist.org/attachments/users/icons/28537/medium.jpg?1475542176
2014-02-01,2014-02-28,Feb 2014,18,carmelo_lopez,15211,https://static.inaturalist.org/attachments/users/icons/15211/medium.jpg?1475535487
2014-03-01,2014-03-31,Mar 2014,27,edwardrooks,10201,https://static.inaturalist.org/attachments/users/icons/10201/medium.jpeg?1475532462
2014-04-01,2014-04-30,Apr 2014,111,guille,1178,https://static.inaturalist.org/attachments/users/icons/1178/medium.jpg?1483039093
2014-05-01,2014-05-31,May 2014,7,daniel_almiron,37585,https://static.inaturalist.org/attachments/users/icons/37585/medium.jpg?1475547223
2014-06-01,2014-06-30,Jun 2014,26,carmelo_lopez,15211,https://static.inaturalist.org/attachments/users/icons/15211/medium.jpg?1475535487
2014-07-01,2014-07-31,Jul 2014,2,carmelo_lopez,15211,https://static.inaturalist.org/attachments/users/icons/15211/medium.jpg?1475535487
2014-08-01,2014-08-31,Aug 2014,1,nanreh,47596,https://static.inaturalist.org/attachments/users/icons/47596/medium.jpg?1475588980
2014-09-01,2014-09-30,Sep 2014,441,nicoolejnik,50445,https://static.inaturalist.org/attachments/users/icons/50445/medium.jpg?1506044611
2014-10-01,2014-10-31,Oct 2014,494,nicoolejnik,50445,https://static.inaturalist.org/attachments/users/icons/50445/medium.jpg?1506044611
2014-11-01,2014-11-30,Nov 2014,595,nicoolejnik,50445,https://static.inaturalist.org/attachments/users/icons/50445/medium.jpg?1506044611
2014-12-01,2014-12-31,Dec 2014,530,nicoolejnik,50445,https://static.inaturalist.org/attachments/users/icons/50445/medium.jpg?1506044611
2015-01-01,2015-01-31,Jan 2015,239,nicoolejnik,50445,https://static.inaturalist.org/attachments/users/icons/50445/medium.jpg?1506044611
2015-02-01,2015-02-28,Feb 2015,671,nicoolejnik,50445,https://static.inaturalist.org/attachments/users/icons/50445/medium.jpg?1506044611
2015-03-01,2015-03-31,Mar 2015,500,guille,1178,https://static.inaturalist.org/attachments/users/icons/1178/medium.jpg?1483039093
2015-04-01,2015-04-30,Apr 2015,278,guille,1178,https://static.inaturalist.org/attachments/users/icons/1178/medium.jpg?1483039093
2015-05-01,2015-05-31,May 2015,420,nicoolejnik,50445,https://static.inaturalist.org/attachments/users/icons/50445/medium.jpg?1506044611
2015-06-01,2015-06-30,Jun 2015,224,nicoolejnik,50445,https://static.inaturalist.org/attachments/users/icons/50445/medium.jpg?1506044611
2015-07-01,2015-07-31,Jul 2015,456,nicoolejnik,50445,https://static.inaturalist.org/attachments/users/icons/50445/medium.jpg?1506044611
2015-08-01,2015-08-31,Aug 2015,101,nicoolejnik,50445,https://static.inaturalist.org/attachments/users/icons/50445/medium.jpg?1506044611
2015-09-01,2015-09-30,Sep 2015,81,nicoolejnik,50445,https://static.inaturalist.org/attachments/users/icons/50445/medium.jpg?1506044611
2015-10-01,2015-10-31,Oct 2015,190,nicoolejnik,50445,https://static.inaturalist.org/attachments/users/icons/50445/medium.jpg?1506044611
2015-11-01,2015-11-30,Nov 2015,203,nicoolejnik,50445,https://static.inaturalist.org/attachments/users/icons/50445/medium.jpg?1506044611
2015-12-01,2015-12-31,Dec 2015,270,nicoolejnik,50445,https://static.inaturalist.org/attachments/users/icons/50445/medium.jpg?1506044611
2016-01-01,2016-01-31,Jan 2016,97,nicoolejnik,50445,https://static.inaturalist.org/attachments/users/icons/50445/medium.jpg?1506044611
2016-02-01,2016-02-29,Feb 2016,68,zanskar,173306,https://static.inaturalist.org/attachments/users/icons/173306/medium.jpg?1475543155
2016-03-01,2016-03-31,Mar 2016,103,nicoolejnik,50445,https://static.inaturalist.org/attachments/users/icons/50445/medium.jpg?1506044611
2016-04-01,2016-04-30,Apr 2016,144,nicoolejnik,50445,https://static.inaturalist.org/attachments/users/icons/50445/medium.jpg?1506044611
2016-05-01,2016-05-31,May 2016,158,nicoolejnik,50445,https://static.inaturalist.org/attachments/users/icons/50445/medium.jpg?1506044611
2016-06-01,2016-06-30,Jun 2016,73,michaelhanrahan,31660,https://static.inaturalist.org/attachments/users/icons/31660/medium.jpeg?1475544050
2016-07-01,2016-07-31,Jul 2016,234,nicoolejnik,50445,https://static.inaturalist.org/attachments/users/icons/50445/medium.jpg?1506044611
2016-08-01,2016-08-31,Aug 2016,133,nicoolejnik,50445,https://static.inaturalist.org/attachments/users/icons/50445/medium.jpg?1506044611
2016-09-01,2016-09-30,Sep 2016,138,pepeportela,342009,https://static.inaturalist.org/attachments/users/icons/342009/medium.png?1475530575
2016-10-01,2016-10-31,Oct 2016,223,toomanyseed,343623,https://static.inaturalist.org/attachments/users/icons/343623/medium.jpg?1475531002
2016-11-01,2016-11-30,Nov 2016,216,guille,1178,https://static.inaturalist.org/attachments/users/icons/1178/medium.jpg?1483039093
2016-12-01,2016-12-31,Dec 2016,127,nicoolejnik,50445,https://static.inaturalist.org/attachments/users/icons/50445/medium.jpg?1506044611
2017-01-01,2017-01-31,Jan 2017,104,guille,1178,https://static.inaturalist.org/attachments/users/icons/1178/medium.jpg?1483039093
2017-02-01,2017-02-28,Feb 2017,273,nicoolejnik,50445,https://static.inaturalist.org/attachments/users/icons/50445/medium.jpg?1506044611
2017-03-01,2017-03-31,Mar 2017,380,nicoolejnik,50445,https://static.inaturalist.org/attachments/users/icons/50445/medium.jpg?1506044611
2017-04-01,2017-04-30,Apr 2017,2065,tegorl,142253,https://static.inaturalist.org/attachments/users/icons/142253/medium.jpg?1475546750
2017-05-01,2017-05-31,May 2017,892,gmalonso,78105,https://static.inaturalist.org/attachments/users/icons/78105/medium.jpg?1495807907
2017-06-01,2017-06-30,Jun 2017,307,pipoca1730,103876,https://static.inaturalist.org/attachments/users/icons/103876/medium.jpg?1475545843
2017-07-01,2017-07-31,Jul 2017,369,chartuso,122831,https://static.inaturalist.org/attachments/users/icons/122831/medium.jpg?1475541762
2017-08-01,2017-08-31,Aug 2017,508,ezequielvera,301307,https://static.inaturalist.org/attachments/users/icons/301307/medium.jpeg?1475528031
2017-09-01,2017-09-30,Sep 2017,319,ezequielvera,301307,https://static.inaturalist.org/attachments/users/icons/301307/medium.jpeg?1475528031
2017-10-01,2017-10-31,Oct 2017,586,aacocucci,399726,https://static.inaturalist.org/attachments/users/icons/399726/medium.png?1497041193
2017-11-01,2017-11-30,Nov 2017,749,el_tano,710114,
